5488093808031657|12|2022|105
5488093808086214|12|2022|004
5488093808028588|12|2022|087
5488093808005651|12|2022|224
5488093808055425|12|2022|508
5488093808024660|12|2022|278
5488093808051333|12|2022|064
5488093808037126|12|2022|222
5488093808070572|12|2022|372
5488093808073832|12|2022|478
5488093808074111|12|2022|067
5488093808018407|12|2022|880
5488093808083104|12|2022|230
5488093808067370|12|2022|845
5488093808035427|12|2022|853
5488093808070382|12|2022|177
5488093808085687|12|2022|571
5488093808068345|12|2022|725
5488093808081868|12|2022|782
5488093808036615|12|2022|743
5488093808037282|12|2022|222
5488093808088723|12|2022|066
5488093808038561|12|2022|188
5488093808047182|12|2022|433
5488093808025543|12|2022|214
5488093808074442|12|2022|656
5488093808023183|12|2022|523
5488093808072586|12|2022|676
5488093808015056|12|2022|080
5488093808013762|12|2022|830
5488093808038835|12|2022|025
5488093808056050|12|2022|236
5488093808020676|12|2022|666
5488093808017722|12|2022|477
5488093808031178|12|2022|052
5488093808068238|12|2022|723
5488093808073816|12|2022|768
5488093808012657|12|2022|266
5488093808081769|12|2022|736
5488093808067677|12|2022|127
5488093808025568|12|2022|202
5488093808042720|12|2022|354
5488093808072800|12|2022|345
5488093808026608|12|2022|057
5488093808004449|12|2022|580
5488093808002526|12|2022|744
5488093808044429|12|2022|777
5488093808088624|12|2022|705
5488093808041235|12|2022|248
5488093808016567|12|2022|848
5488093808013275|12|2022|180
5488093808075563|12|2022|071
5488093808028810|12|2022|872
5488093808008515|12|2022|170
5488093808002328|12|2022|368
5488093808068584|12|2022|168
5488093808044783|12|2022|475
5488093808024066|12|2022|521
5488093808003136|12|2022|168
5488093808088533|12|2022|665
5488093808054402|12|2022|030
5488093808042456|12|2022|438
5488093808057546|12|2022|147
5488093808010305|12|2022|114
5488093808016807|12|2022|220
5488093808003565|12|2022|408
5488093808025824|12|2022|011
5488093808075589|12|2022|278
5488093808025808|12|2022|063
5488093808036805|12|2022|865
5488093808011485|12|2022|520
5488093808066661|12|2022|341
5488093808068337|12|2022|332
5488093808060003|12|2022|155
5488093808040427|12|2022|843
5488093808032515|12|2022|262
5488093808021237|12|2022|846
5488093808038843|12|2022|076
5488093808000355|12|2022|254
5488093808038207|12|2022|806
5488093808034230|12|2022|063
5488093808030832|12|2022|357
5488093808066729|12|2022|524
5488093808037340|12|2022|081
5488093808066034|12|2022|168
5488093808007350|12|2022|704
5488093808063254|12|2022|258
5488093808075803|12|2022|063
5488093808006576|12|2022|787
5488093808023381|12|2022|707
5488093808077577|12|2022|047
5488093808088277|12|2022|341
5488093808001452|12|2022|036
5488093808003706|12|2022|071
5488093808024637|12|2022|771
5488093808073634|12|2022|045
5488093808087162|12|2022|815
5488093808078138|12|2022|557
5488093808064435|12|2022|612
5488093808048578|12|2022|546
5488093808015254|12|2022|160
5488093808076587|12|2022|817
5488093808070127|12|2022|448
5488093808044569|12|2022|545
5488093808034677|12|2022|067
5488093808043348|12|2022|568
5488093808031723|12|2022|265
5488093808043330|12|2022|281
5488093808086834|12|2022|772
5488093808041458|12|2022|830
5488093808013051|12|2022|787
5488093808044601|12|2022|548
5488093808012202|12|2022|605
5488093808042621|12|2022|147
5488093808086321|12|2022|142
5488093808015403|12|2022|633
5488093808082569|12|2022|657
